fpr,tpr,threshold
0.4444444444444444,0.8958630527817404,0.3969122128024953
0.4444444444444444,0.8972895863052782,0.3961275616996963
0.4494949494949495,0.8972895863052782,0.39581343570863137
0.4494949494949495,0.8987161198288159,0.39485220539330623
0.45454545454545453,0.8987161198288159,0.39432422430968217
0.45454545454545453,0.9065620542082738,0.38917829684019434
0.46464646464646464,0.9065620542082738,0.38634077531483973
0.46464646464646464,0.9108416547788873,0.384217835594181
0.4696969696969697,0.9108416547788873,0.38421048041831607
0.4696969696969697,0.9122681883024251,0.3839886054810359
0.47474747474747475,0.9122681883024251,0.38356069350655536
0.47474747474747475,0.912981455064194,0.38350111276586607
0.4797979797979798,0.912981455064194,0.38104608822561503
0.4797979797979798,0.9136947218259629,0.3802318229719143
0.48484848484848486,0.9136947218259629,0.38020089761231496
0.48484848484848486,0.9158345221112696,0.3789401735837156
0.4898989898989899,0.9158345221112696,0.37863800119718843
0.4898989898989899,0.9172610556348074,0.37727297596593923
